api_key: str = os.getenv("ALPACA_API_KEY", "your_key_here")
secret_key: str = os.getenv("ALPACA_SECRET_KEY", "your_secret_here")2026-02-09 14:02:24 | ERROR    | Set ALPACA_API_KEY and ALPACA_SECRET_KEY
2026-02-17 11:53:05 | INFO     | --- AMZN ---
2026-02-17 11:53:05 | INFO     | AMZN — 379 bars (5min), latest $198.22
2026-02-17 11:53:05 | INFO     | AMZN BUY score: 2/4
2026-02-17 11:53:05 | INFO     |   Price $198.22 below VWAP $199.47 (-0.63%) [+2]
2026-02-17 11:53:05 | INFO     | AMZN — no signal
2026-02-17 11:53:05 | INFO     | --- META ---
2026-02-17 11:53:05 | INFO     | META — 372 bars (5min), latest $634.98
2026-02-17 11:53:06 | INFO     | META BUY score: 3/4
2026-02-17 11:53:06 | INFO     |   Price $634.98 below VWAP $649.39 (-2.22%) [+2]
2026-02-17 11:53:06 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-17 11:53:06 | INFO     | META — no signal
2026-02-17 11:53:06 | INFO     | --- AVGO ---
2026-02-17 11:53:06 | INFO     | AVGO — 374 bars (5min), latest $321.22
2026-02-17 11:53:06 | INFO     | AVGO BUY score: 2/4
2026-02-17 11:53:06 | INFO     |   Price $321.22 below VWAP $331.44 (-3.08%) [+2]
2026-02-17 11:53:06 | INFO     | AVGO — no signal
2026-02-17 11:53:06 | INFO     | --- CRM ---
2026-02-17 11:53:06 | INFO     | CRM — 290 bars (5min), latest $188.00
2026-02-17 11:53:06 | INFO     | CRM BUY score: 1/4
2026-02-17 11:53:06 | INFO     |   MACD histogram flipped positive [+1]
2026-02-17 11:53:06 | INFO     | CRM — no signal
2026-02-17 11:53:06 | INFO     | --- ORCL ---
2026-02-17 11:53:06 | INFO     | ORCL — 380 bars (5min), latest $158.00
2026-02-17 11:53:07 | INFO     | ORCL BUY score: 3/4
2026-02-17 11:53:07 | INFO     |   RSI(5) 31.1 < 35.0 [+1]
2026-02-17 11:53:07 | INFO     |   Price near VWAP (0.00%) [+1]
2026-02-17 11:53:07 | INFO     |   Volume spike 15062 vs avg 806 [+1]
2026-02-17 11:53:07 | INFO     | ORCL — no signal
2026-02-17 11:53:07 | INFO     | --- ADBE ---
2026-02-17 11:53:07 | INFO     | ADBE — 297 bars (5min), latest $261.29
2026-02-17 11:53:07 | INFO     | ADBE BUY score: 1/4
2026-02-17 11:53:07 | INFO     |   RSI(5) 34.8 < 35.0 [+1]
2026-02-17 11:53:07 | INFO     | ADBE — no signal
2026-02-17 11:53:07 | INFO     | --- INTC ---
2026-02-17 11:53:07 | INFO     | INTC — 384 bars (5min), latest $46.28
2026-02-17 11:53:07 | INFO     | INTC BUY score: 2/4
2026-02-17 11:53:07 | INFO     |   Price $46.28 below VWAP $46.98 (-1.50%) [+2]
2026-02-17 11:53:07 | INFO     | INTC — no signal
2026-02-17 11:53:07 | INFO     | --- QCOM ---
2026-02-17 11:53:07 | INFO     | QCOM — 231 bars (5min), latest $139.70
2026-02-17 11:53:08 | INFO     | QCOM BUY score: 0/4
2026-02-17 11:53:08 | INFO     | QCOM — no signal
2026-02-17 11:53:08 | INFO     | --- MU ---
2026-02-17 11:53:08 | INFO     | MU — 383 bars (5min), latest $402.00
2026-02-17 11:53:08 | INFO     | MU BUY score: 3/4
2026-02-17 11:53:08 | INFO     |   Price $402.00 below VWAP $416.81 (-3.55%) [+2]
2026-02-17 11:53:08 | INFO     |   Volume spike 10193 vs avg 4698 [+1]
2026-02-17 11:53:08 | INFO     | MU — no signal
2026-02-17 11:53:08 | INFO     | --- ANET ---
2026-02-17 11:53:08 | INFO     | ANET — 331 bars (5min), latest $141.72
2026-02-17 11:53:08 | INFO     | ANET BUY score: 2/4
2026-02-17 11:53:08 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-17 11:53:08 | INFO     |   MACD histogram flipped positive [+1]
2026-02-17 11:53:08 | INFO     | ANET — no signal
2026-02-17 11:53:08 | INFO     | --- JPM ---
2026-02-17 11:53:08 | INFO     | JPM — 279 bars (5min), latest $302.40
2026-02-17 11:53:09 | INFO     | JPM BUY score: 2/4
2026-02-17 11:53:09 | INFO     |   Price $302.40 below VWAP $303.09 (-0.23%) [+2]
2026-02-17 11:53:09 | INFO     | JPM — no signal
2026-02-17 11:53:09 | INFO     | --- GS ---
2026-02-17 11:53:09 | INFO     | GS — 237 bars (5min), latest $904.98
2026-02-17 11:53:09 | INFO     | GS BUY score: 3/4
2026-02-17 11:53:09 | INFO     |   Price $904.98 below VWAP $910.42 (-0.60%) [+2]
2026-02-17 11:53:09 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-17 11:53:09 | INFO     | GS — no signal
2026-02-17 11:53:09 | INFO     | --- MS ---
2026-02-17 11:53:09 | INFO     | MS — 204 bars (5min), latest $171.45
2026-02-17 11:53:09 | INFO     | MS BUY score: 1/4
2026-02-17 11:53:09 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-17 11:53:09 | INFO     | MS — no signal
2026-02-17 11:53:09 | INFO     | --- BAC ---
2026-02-17 11:53:09 | INFO     | BAC — 256 bars (5min), latest $52.68
2026-02-17 11:53:09 | INFO     | BAC BUY score: 2/4
2026-02-17 11:53:09 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-17 11:53:09 | INFO     |   MACD histogram flipped positive [+1]
2026-02-17 11:53:09 | INFO     | BAC — no signal
2026-02-17 11:53:09 | INFO     | --- V ---
2026-02-17 11:53:10 | INFO     | V — 253 bars (5min), latest $314.75
2026-02-17 11:53:10 | INFO     | V BUY score: 2/4
2026-02-17 11:53:10 | INFO     |   Price $314.75 below VWAP $321.00 (-1.95%) [+2]
2026-02-17 11:53:10 | INFO     | V — no signal
2026-02-17 11:53:10 | INFO     | --- MA ---
2026-02-17 11:53:10 | INFO     | MA — 198 bars (5min), latest $516.44
2026-02-17 11:53:10 | INFO     | MA BUY score: 6/4
2026-02-17 11:53:10 | INFO     |   RSI(5) 19.5 < 25.0 [+2]
2026-02-17 11:53:10 | INFO     |   Price $516.44 below VWAP $525.91 (-1.80%) [+2]
2026-02-17 11:53:10 | INFO     |   Price below lower BB $517.27 [+2]
2026-02-17 11:53:10 | INFO     | MA BUY 193 @ $516.44 | Stop $515.69 | Target $517.56
2026-02-17 11:53:10 | INFO     | ORDER BUY 193 x MA — ID c20bfdbd-9ccf-4faf-97f6-847f5f325859
2026-02-17 11:53:10 | INFO     | --- BLK ---
2026-02-17 11:53:10 | INFO     | BLK — 178 bars (5min), latest $1069.82
2026-02-17 11:53:11 | INFO     | BLK BUY score: 1/4
2026-02-17 11:53:11 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-17 11:53:11 | INFO     | BLK — no signal
2026-02-17 11:53:11 | INFO     | --- C ---
2026-02-17 11:53:11 | INFO     | C — 238 bars (5min), latest $111.99
2026-02-17 11:53:11 | INFO     | C BUY score: 3/4
2026-02-17 11:53:11 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-17 11:53:11 | INFO     |   MACD histogram flipped positive [+1]
2026-02-17 11:53:11 | INFO     |   Positive momentum +0.983% over 3 bars [+1]
2026-02-17 11:53:11 | INFO     | C — no signal
2026-02-17 11:53:11 | INFO     | --- UNH ---
2026-02-17 11:53:11 | INFO     | UNH — 315 bars (5min), latest $292.07
2026-02-17 11:53:11 | INFO     | UNH BUY score: 1/4
2026-02-17 11:53:11 | INFO     |   MACD histogram flipped positive [+1]
2026-02-17 11:53:11 | INFO     | UNH — no signal
2026-02-17 11:53:11 | INFO     | --- JNJ ---
2026-02-17 11:53:11 | INFO     | JNJ — 203 bars (5min), latest $244.35
2026-02-17 11:53:11 | INFO     | JNJ BUY score: 2/4
2026-02-17 11:53:11 | INFO     |   Price near VWAP (0.06%) [+1]
2026-02-17 11:53:11 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-17 11:53:11 | INFO     | JNJ — no signal
2026-02-17 11:53:11 | INFO     | --- LLY ---
2026-02-17 11:53:12 | INFO     | LLY — 228 bars (5min), latest $1045.68
2026-02-17 11:53:12 | INFO     | LLY BUY score: 2/4
2026-02-17 11:53:12 | INFO     |   Price near VWAP (0.19%) [+1]
2026-02-17 11:53:12 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-17 11:53:12 | INFO     | LLY — no signal
2026-02-17 11:53:12 | INFO     | --- PFE ---
2026-02-17 11:53:12 | INFO     | PFE — 316 bars (5min), latest $27.65
2026-02-17 11:53:12 | INFO     | PFE BUY score: 2/4
2026-02-17 11:53:12 | INFO     |   Price near VWAP (0.00%) [+1]
2026-02-17 11:53:12 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-17 11:53:12 | INFO     | PFE — no signal
2026-02-17 11:53:12 | INFO     | --- ABBV ---
2026-02-17 11:53:12 | INFO     | ABBV — 175 bars (5min), latest $232.35
2026-02-17 11:53:13 | INFO     | ABBV BUY score: 2/4
2026-02-17 11:53:13 | INFO     |   EMA(8) crossed above EMA(21) [+2]
2026-02-17 11:53:13 | INFO     | ABBV — no signal
2026-02-17 11:53:13 | INFO     | --- MRK ---
2026-02-17 11:53:13 | INFO     | MRK — 214 bars (5min), latest $121.63
2026-02-17 11:53:13 | INFO     | MRK BUY score: 1/4
2026-02-17 11:53:13 | INFO     |   MACD histogram flipped positive [+1]
2026-02-17 11:53:13 | INFO     | MRK — no signal
2026-02-17 11:53:13 | INFO     | --- TMO ---
2026-02-17 11:53:13 | INFO     | TMO — 171 bars (5min), latest $502.20
2026-02-17 11:53:13 | INFO     | TMO BUY score: 6/4
2026-02-17 11:53:13 | INFO     |   RSI(5) 10.0 < 25.0 [+2]
2026-02-17 11:53:13 | INFO     |   Price $502.20 below VWAP $507.04 (-0.96%) [+2]
2026-02-17 11:53:13 | INFO     |   Price below lower BB $503.10 [+2]
2026-02-17 11:53:13 | INFO     | TMO BUY 199 @ $502.20 | Stop $501.30 | Target $503.56
2026-02-17 11:53:13 | INFO     | ORDER BUY 199 x TMO — ID f1724f45-033f-4970-839d-b05e57bb5e3e
2026-02-17 11:53:13 | INFO     | --- ABT ---
2026-02-17 11:53:13 | INFO     | ABT — 181 bars (5min), latest $112.79
2026-02-17 11:53:14 | INFO     | ABT BUY score: 1/4
2026-02-17 11:53:14 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-17 11:53:14 | INFO     | ABT — no signal
2026-02-17 11:53:14 | INFO     | --- WMT ---
2026-02-17 11:53:14 | INFO     | WMT — 314 bars (5min), latest $133.23
2026-02-17 11:53:14 | INFO     | WMT BUY score: 3/4
2026-02-17 11:53:14 | INFO     |   Price $133.23 below VWAP $133.40 (-0.13%) [+2]
2026-02-17 11:53:14 | INFO     |   Positive momentum +0.399% over 3 bars [+1]
2026-02-17 11:53:14 | INFO     | WMT — no signal
2026-02-17 11:53:14 | INFO     | --- COST ---
2026-02-17 11:53:14 | INFO     | COST — 203 bars (5min), latest $1016.20
2026-02-17 11:53:14 | INFO     | COST BUY score: 1/4
2026-02-17 11:53:14 | INFO     |   Positive momentum +0.090% over 3 bars [+1]
2026-02-17 11:53:14 | INFO     | COST — no signal
2026-02-17 11:53:14 | INFO     | --- HD ---
2026-02-17 11:53:14 | INFO     | HD — 193 bars (5min), latest $393.02
2026-02-17 11:53:15 | INFO     | HD BUY score: 2/4
2026-02-17 11:53:15 | INFO     |   EMA(8) crossed above EMA(21) [+2]
2026-02-17 11:53:15 | INFO     | HD — no signal
2026-02-17 11:53:15 | INFO     | --- NKE ---
2026-02-17 11:53:15 | INFO     | NKE — 272 bars (5min), latest $63.00
2026-02-17 11:53:15 | INFO     | NKE BUY score: 0/4
2026-02-17 11:53:15 | INFO     | NKE — no signal
2026-02-17 11:53:15 | INFO     | --- SBUX ---
2026-02-17 11:53:15 | INFO     | SBUX — 212 bars (5min), latest $93.33
2026-02-17 11:53:15 | INFO     | SBUX BUY score: 3/4
2026-02-17 11:53:15 | INFO     |   RSI(5) 34.9 < 35.0 [+1]
2026-02-17 11:53:15 | INFO     |   Price $93.33 below VWAP $96.35 (-3.14%) [+2]
2026-02-17 11:53:15 | INFO     | SBUX — no signal
2026-02-17 11:53:15 | INFO     | --- MCD ---
2026-02-17 11:53:15 | INFO     | MCD — 239 bars (5min), latest $328.34
2026-02-17 11:53:16 | INFO     | MCD BUY score: 3/4
2026-02-17 11:53:16 | INFO     |   Price $328.34 below VWAP $329.58 (-0.38%) [+2]
2026-02-17 11:53:16 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-17 11:53:16 | INFO     | MCD — no signal
2026-02-17 11:53:16 | INFO     | --- KO ---
2026-02-17 11:53:16 | INFO     | KO — 238 bars (5min), latest $78.77
2026-02-17 11:53:16 | INFO     | KO BUY score: 3/4
2026-02-17 11:53:16 | INFO     |   Price $78.77 below VWAP $79.29 (-0.66%) [+2]
2026-02-17 11:53:16 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-17 11:53:16 | INFO     | KO — no signal
2026-02-17 11:53:16 | INFO     | --- PEP ---
2026-02-17 11:53:16 | INFO     | PEP — 191 bars (5min), latest $166.55
2026-02-17 11:53:16 | INFO     | PEP BUY score: 3/4
2026-02-17 11:53:16 | INFO     |   Price $166.55 below VWAP $167.40 (-0.51%) [+2]
2026-02-17 11:53:16 | INFO     |   Positive momentum +0.374% over 3 bars [+1]
2026-02-17 11:53:16 | INFO     | PEP — no signal
2026-02-17 11:53:16 | INFO     | --- XOM ---
2026-02-17 11:53:16 | INFO     | XOM — 294 bars (5min), latest $150.76
2026-02-17 11:53:17 | INFO     | XOM BUY score: 2/4
2026-02-17 11:53:17 | INFO     |   Price near VWAP (0.15%) [+1]
2026-02-17 11:53:17 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-17 11:53:17 | INFO     | XOM — no signal
2026-02-17 11:53:17 | INFO     | --- CVX ---
2026-02-17 11:53:17 | INFO     | CVX — 255 bars (5min), latest $185.10
2026-02-17 11:53:17 | INFO     | CVX BUY score: 2/4
2026-02-17 11:53:17 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-17 11:53:17 | INFO     |   Positive momentum +1.010% over 3 bars [+1]
2026-02-17 11:53:17 | INFO     | CVX — no signal
2026-02-17 11:53:17 | INFO     | --- CAT ---
2026-02-17 11:53:17 | INFO     | CAT — 253 bars (5min), latest $771.00
2026-02-17 11:53:17 | INFO     | CAT BUY score: 2/4
2026-02-17 11:53:17 | INFO     |   Price near VWAP (0.11%) [+1]
2026-02-17 11:53:17 | INFO     |   MACD histogram flipped positive [+1]
2026-02-17 11:53:17 | INFO     | CAT — no signal
2026-02-17 11:53:17 | INFO     | --- BA ---
2026-02-17 11:53:17 | INFO     | BA — 245 bars (5min), latest $242.57
2026-02-17 11:53:18 | INFO     | BA BUY score: 2/4
2026-02-17 11:53:18 | INFO     |   RSI(5) 34.9 < 35.0 [+1]
2026-02-17 11:53:18 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-17 11:53:18 | INFO     | BA — no signal
2026-02-17 11:53:18 | INFO     | --- GE ---
2026-02-17 11:53:18 | INFO     | GE — 218 bars (5min), latest $314.24
2026-02-17 11:53:18 | INFO     | GE BUY score: 6/4
2026-02-17 11:53:18 | INFO     |   RSI(5) 21.7 < 25.0 [+2]
2026-02-17 11:53:18 | INFO     |   Price $314.24 below VWAP $316.92 (-0.85%) [+2]
2026-02-17 11:53:18 | INFO     |   Price below lower BB $314.50 [+2]
2026-02-17 11:53:18 | INFO     | GE BUY 318 @ $314.24 | Stop $313.87 | Target $314.79
2026-02-17 11:53:18 | INFO     | ORDER BUY 318 x GE — ID 3f3ad99c-b670-4349-bfbf-64e3f51e1b20
2026-02-17 11:53:18 | INFO     | --- UPS ---
2026-02-17 11:53:18 | INFO     | UPS — 217 bars (5min), latest $117.34
2026-02-17 11:53:18 | INFO     | UPS BUY score: 6/4
2026-02-17 11:53:18 | INFO     |   RSI(5) 12.8 < 25.0 [+2]
2026-02-17 11:53:18 | INFO     |   Price $117.34 below VWAP $119.07 (-1.45%) [+2]
2026-02-17 11:53:18 | INFO     |   Price below lower BB $117.50 [+2]
2026-02-17 11:53:18 | INFO     | UPS BUY 852 @ $117.34 | Stop $117.03 | Target $117.80
2026-02-17 11:53:18 | INFO     | ORDER BUY 852 x UPS — ID 51f4a010-c010-4367-a1d7-9ab7cb7dc2f6
2026-02-17 11:53:18 | INFO     | --- DE ---
2026-02-17 11:53:19 | INFO     | DE — 180 bars (5min), latest $596.99
2026-02-17 11:53:19 | INFO     | DE BUY score: 6/4
2026-02-17 11:53:19 | INFO     |   RSI(5) 10.4 < 25.0 [+2]
2026-02-17 11:53:19 | INFO     |   Price $596.99 below VWAP $606.25 (-1.53%) [+2]
2026-02-17 11:53:19 | INFO     |   Price below lower BB $599.14 [+2]
2026-02-17 11:53:19 | INFO     | DE BUY 167 @ $596.99 | Stop $595.56 | Target $599.14
2026-02-17 11:53:19 | INFO     | ORDER BUY 167 x DE — ID cc7925ef-5539-46c0-8f0f-949de4c3a228
2026-02-17 11:53:19 | INFO     | --- LMT ---
2026-02-17 11:53:19 | INFO     | LMT — 190 bars (5min), latest $653.88
2026-02-17 11:53:19 | INFO     | LMT BUY score: 1/4
2026-02-17 11:53:19 | INFO     |   EMA(8) > EMA(21) (uptrend) [+1]
2026-02-17 11:53:19 | INFO     | LMT — no signal
2026-02-17 11:53:19 | INFO     | --- NFLX ---
2026-02-17 11:53:19 | INFO     | NFLX — 384 bars (5min), latest $76.49
2026-02-17 11:53:20 | INFO     | NFLX BUY score: 1/4
2026-02-17 11:53:20 | INFO     |   Price near VWAP (0.04%) [+1]
2026-02-17 11:53:20 | INFO     | NFLX — no signal
2026-02-17 11:53:20 | INFO     | --- DIS ---
2026-02-17 11:53:20 | INFO     | DIS — 241 bars (5min), latest $105.44
2026-02-17 11:53:23 | INFO     | DIS BUY score: 2/4
2026-02-17 11:53:23 | INFO     |   EMA(8) crossed above EMA(21) [+2]
2026-02-17 11:53:23 | INFO     | DIS — no signal
2026-02-17 11:53:23 | INFO     | --- PYPL ---
2026-02-17 11:53:23 | INFO     | PYPL — 341 bars (5min), latest $40.17
2026-02-17 11:53:23 | INFO     | PYPL BUY score: 1/4
2026-02-17 11:53:23 | INFO     |   Positive momentum +0.125% over 3 bars [+1]
2026-02-17 11:53:23 | INFO     | PYPL — no signal
2026-02-17 11:53:23 | INFO     | --- SQ ---
2026-02-17 11:53:23 | ERROR    | No data returned for SQ
2026-02-17 11:53:23 | INFO     | --- COIN ---
2026-02-17 11:53:23 | INFO     | COIN — 381 bars (5min), latest $161.49
2026-02-17 11:53:27 | INFO     | COIN BUY score: 0/4
2026-02-17 11:53:27 | INFO     | COIN — no signal
2026-02-17 11:53:27 | INFO     | --- RIVN ---
2026-02-17 11:53:27 | INFO     | RIVN — 368 bars (5min), latest $17.53
2026-02-17 11:53:27 | INFO     | RIVN BUY score: 0/4
2026-02-17 11:53:27 | INFO     | RIVN — no signal
2026-02-17 11:53:27 | INFO     | --- PLTR ---
2026-02-17 11:53:27 | INFO     | PLTR — 383 bars (5min), latest $128.78
2026-02-17 11:53:27 | INFO     | PLTR BUY score: 2/4
2026-02-17 11:53:27 | INFO     |   Price $128.78 below VWAP $130.14 (-1.05%) [+2]
2026-02-17 11:53:27 | INFO     | PLTR — no signal
2026-02-17 11:53:27 | INFO     | --- SOFI ---
2026-02-17 11:53:27 | INFO     | SOFI — 380 bars (5min), latest $19.44
2026-02-17 11:53:31 | INFO     | SOFI BUY score: 2/4
2026-02-17 11:53:31 | INFO     |   Price $19.44 below VWAP $19.53 (-0.45%) [+2]
2026-02-17 11:53:31 | INFO     | SOFI — no signal
2026-02-17 11:53:31 | INFO     | Done.
